date,store,item,month,sales
11/1/2015,store_6,Comforting Avocado Skin Care Oil,1,26
11/11/2015,store_6,Comforting Avocado Skin Care Oil,11,26
3/9/2017,store_6,cadbury chocolate,9,50
5/2/2016,store_6,cadbury chocolate,2,32
5/9/2016,store_6,cadbury chocolate,9,28
10/3/2015,store_6,cadbury chocolate,3,22
11/4/2015,store_6,cadbury chocolate,4,33
3/6/2017,store_6,cadbury chocolate,6,39
1/9/2017,store_6,cadbury chocolate,9,36
5/11/2016,store_6,cadbury chocolate,11,46
5/4/2016,store_6,cadbury chocolate,4,32
3/5/2017,store_6,cadbury chocolate,5,50
10/7/2015,store_6,cadbury chocolate,7,51
2/9/2017,store_6,cadbury chocolate,9,38
2/1/2017,store_6,cadbury chocolate,1,23
10/10/2015,store_6,cadbury chocolate,10,36
10/9/2015,store_6,cadbury chocolate,9,42
3/2/2017,store_6,cadbury chocolate,2,31
3/1/2017,store_6,cadbury chocolate,1,19
6/6/2016,store_6,cadbury chocolate,6,27
6/4/2016,store_6,cadbury chocolate,4,31
11/9/2015,store_6,cadbury chocolate,9,41
11/1/2015,store_6,cadbury chocolate,1,28
2/9/2017,store_6,umbrella,9,89
11/12/2015,store_6,umbrella,12,49
1/3/2017,store_6,umbrella,3,60
11/7/2015,store_6,umbrella,7,89
10/5/2015,store_6,umbrella,5,82
2/2/2017,store_6,umbrella,2,54
11/4/2015,store_6,umbrella,4,85
5/11/2016,store_6,umbrella,11,77
5/4/2016,store_6,umbrella,4,52
3/4/2017,store_6,umbrella,4,57
3/12/2017,store_6,umbrella,12,55
6/11/2016,store_6,umbrella,11,81
3/11/2017,store_6,umbrella,11,86
1/8/2017,store_6,umbrella,8,69
1/2/2017,store_6,umbrella,2,40
1/10/2017,store_6,umbrella,10,71
1/11/2017,store_6,umbrella,11,73
2/3/2017,store_6,umbrella,3,42
3/5/2017,store_6,umbrella,5,78
10/7/2015,store_6,umbrella,7,87
2/12/2017,store_6,umbrella,12,54
1/12/2017,store_6,umbrella,12,48
11/8/2015,store_6,napkins,8,20
11/3/2015,store_6,napkins,3,17
6/4/2016,store_6,napkins,4,20
1/8/2017,store_6,napkins,8,24
6/5/2016,store_6,napkins,5,13
11/4/2015,store_6,napkins,4,36
1/11/2017,store_6,napkins,11,12
2/10/2017,store_6,napkins,10,16
11/1/2015,store_6,napkins,1,15
5/4/2016,store_6,napkins,4,19
10/2/2015,store_6,napkins,2,19
6/3/2016,store_6,napkins,3,24
6/2/2016,store_6,napkins,2,19
5/11/2016,store_6,napkins,11,35
6/8/2016,store_6,napkins,8,33
3/9/2017,store_6,napkins,9,25
11/6/2015,store_6,napkins,6,29
11/7/2015,store_6,napkins,7,44
5/12/2016,store_6,napkins,12,8
3/8/2017,store_6,napkins,8,26
2/2/2017,store_6,napkins,2,24
10/8/2015,store_6,diapers,8,38
11/12/2015,store_6,diapers,12,37
2/11/2017,store_6,diapers,11,62
11/10/2015,store_6,diapers,10,58
3/11/2017,store_6,diapers,11,59
1/6/2017,store_6,diapers,6,71
11/7/2015,store_6,diapers,7,92
2/5/2017,store_6,diapers,5,63
5/12/2016,store_6,diapers,12,34
5/10/2016,store_6,diapers,10,50
3/1/2017,store_6,diapers,1,55
5/7/2016,store_6,diapers,7,66
2/10/2017,store_6,diapers,10,51
10/4/2015,store_6,diapers,4,42
6/5/2016,store_6,diapers,5,69
3/8/2017,store_6,diapers,8,47
11/5/2015,store_6,diapers,5,56
5/6/2016,store_6,diapers,6,68
3/3/2017,store_6,diapers,3,47
1/9/2017,store_6,diapers,9,70
3/2/2017,store_6,curtains,2,54
3/8/2017,store_6,curtains,8,92
2/9/2017,store_6,curtains,9,95
5/8/2016,store_6,curtains,8,87
11/1/2015,store_6,curtains,1,48
1/4/2017,store_6,curtains,4,79
10/4/2015,store_6,curtains,4,63
5/10/2016,store_6,curtains,10,69
2/7/2017,store_6,curtains,7,100
11/4/2015,store_6,curtains,4,67
3/9/2017,store_6,curtains,9,86
5/5/2016,store_6,curtains,5,64
2/10/2017,store_6,curtains,10,48
1/12/2017,store_6,curtains,12,60
2/12/2017,store_6,curtains,12,70
5/11/2016,store_6,curtains,11,75
1/8/2017,store_6,curtains,8,67
11/12/2015,store_6,curtains,12,43
6/8/2016,store_6,curtains,8,79
3/7/2017,store_6,curtains,7,77
1/7/2017,store_6,curtains,7,106
1/6/2017,store_6,curtains,6,81
2/2/2017,store_6,curtains,2,47
10/3/2015,store_6,curtains,3,49
5/7/2016,store_6,curtains,7,75
6/6/2016,store_6,curtains,6,75
3/6/2017,store_6,toothpaste,6,61
2/7/2017,store_6,toothpaste,7,53
10/11/2015,store_6,toothpaste,11,41
11/4/2015,store_6,toothpaste,4,38
6/6/2016,store_6,toothpaste,6,33
1/3/2017,store_6,toothpaste,3,28
5/6/2016,store_6,toothpaste,6,60
3/4/2017,store_6,toothpaste,4,28
10/5/2015,store_6,toothpaste,5,43
6/12/2016,store_6,toothpaste,12,27
11/6/2015,store_6,toothpaste,6,32
11/5/2015,store_6,toothpaste,5,30
6/9/2016,store_6,toothpaste,9,46
11/1/2015,store_6,toothpaste,1,31
3/1/2017,store_6,toothpaste,1,22
6/5/2016,store_6,toothpaste,5,40
2/1/2017,store_6,toothpaste,1,22
2/2/2017,store_6,toothpaste,2,28
11/10/2015,store_6,toothpaste,10,42
2/8/2017,store_6,toothpaste,8,36
6/1/2016,store_6,toothpaste,1,26
1/6/2017,store_6,toothpaste,6,51
2/6/2017,store_6,face wash,6,28
10/10/2015,store_6,face wash,10,17
2/7/2017,store_6,face wash,7,42
10/1/2015,store_6,face wash,1,17
11/5/2015,store_6,face wash,5,13
10/2/2015,store_6,face wash,2,14
1/5/2017,store_6,face wash,5,17
6/2/2016,store_6,face wash,2,9
3/8/2017,store_6,face wash,8,21
2/4/2017,store_6,face wash,4,26
10/7/2015,store_6,face wash,7,24
11/7/2015,store_6,face wash,7,22
5/12/2016,store_6,face wash,12,11
6/11/2016,store_6,face wash,11,25
11/9/2015,store_6,face wash,9,18
3/4/2017,store_6,face wash,4,8
11/6/2015,store_6,face wash,6,21
5/6/2016,store_6,face wash,6,26
11/8/2015,store_6,face wash,8,13
5/2/2016,store_6,face wash,2,11
5/7/2016,store_6,face wash,7,22
10/12/2015,store_6,face wash,12,4
2/8/2017,store_6,face wash,8,25
3/10/2017,store_6,Brown Rice & Lentils,10,54
1/12/2017,store_6,Brown Rice & Lentils,12,62
10/9/2015,store_6,Brown Rice & Lentils,9,62
11/10/2015,store_6,Brown Rice & Lentils,10,73
2/9/2017,store_6,Brown Rice & Lentils,9,73
6/3/2016,store_6,Brown Rice & Lentils,3,65
1/1/2017,store_6,Brown Rice & Lentils,1,61
3/12/2017,store_6,Brown Rice & Lentils,12,69
6/4/2016,store_6,Brown Rice & Lentils,4,69
1/6/2017,store_6,Brown Rice & Lentils,6,95
2/4/2017,store_6,Brown Rice & Lentils,4,99
5/4/2016,store_6,Brown Rice & Lentils,4,74
5/10/2016,store_6,Brown Rice & Lentils,10,62
3/4/2017,store_6,Brown Rice & Lentils,4,56
6/2/2016,store_6,Brown Rice & Lentils,2,43
10/11/2015,store_6,Brown Rice & Lentils,11,65
1/9/2017,store_6,Brown Rice & Lentils,9,84
2/3/2017,store_6,Brown Rice & Lentils,3,63
10/10/2015,store_6,Brown Rice & Lentils,10,78
10/5/2015,store_6,Brown Rice & Lentils,5,78
11/5/2015,store_6,Brown Rice & Lentils,5,52
5/12/2016,store_6,Brown Rice & Lentils,12,49
10/7/2015,store_6,Brown Rice & Lentils,7,90
3/1/2017,store_6,Brown Rice & Lentils,1,50
11/4/2015,store_6,Brown Rice & Lentils,4,73
1/4/2017,store_6,Brown Rice & Lentils,4,99
10/3/2015,store_6,Brown Rice & Lentils,3,52
3/9/2017,store_6,Brown Rice & Lentils,9,102
3/9/2017,store_6,school bags,9,60
10/8/2015,store_6,school bags,8,47
6/1/2016,store_6,school bags,1,31
1/3/2017,store_6,school bags,3,44
6/9/2016,store_6,school bags,9,55
2/10/2017,store_6,school bags,10,53
2/7/2017,store_6,school bags,7,94
10/12/2015,store_6,school bags,12,33
1/10/2017,store_6,school bags,10,66
3/1/2017,store_6,school bags,1,41
2/2/2017,store_6,school bags,2,36
11/1/2015,store_6,school bags,1,44
3/4/2017,store_6,school bags,4,64
1/1/2017,store_6,school bags,1,48
5/9/2016,store_6,school bags,9,50
11/4/2015,store_6,school bags,4,61
6/10/2016,store_6,school bags,10,59
5/1/2016,store_6,school bags,1,50
2/11/2017,store_6,school bags,11,71
10/7/2015,store_6,school bags,7,72
11/5/2015,store_6,school bags,5,43
3/8/2017,store_6,school bags,8,62
6/6/2016,store_6,school bags,6,45
6/1/2016,store_6,bedsheets,1,15
6/11/2016,store_6,bedsheets,11,29
11/7/2015,store_6,bedsheets,7,43
5/6/2016,store_6,bedsheets,6,45
5/7/2016,store_6,bedsheets,7,39
3/7/2017,store_6,bedsheets,7,34
10/5/2015,store_6,bedsheets,5,48
1/11/2017,store_6,bedsheets,11,30
10/10/2015,store_6,bedsheets,10,41
11/12/2015,store_6,bedsheets,12,17
2/11/2017,store_6,bedsheets,11,31
2/2/2017,store_6,bedsheets,2,22
2/7/2017,store_6,bedsheets,7,47
11/5/2015,store_6,bedsheets,5,25
2/12/2017,store_6,bedsheets,12,38
6/5/2016,store_6,bedsheets,5,50
5/8/2016,store_6,bedsheets,8,31
5/12/2016,store_6,bedsheets,12,12
3/2/2017,store_6,bedsheets,2,30
5/9/2016,store_6,bedsheets,9,28
1/1/2017,store_6,bedsheets,1,30
10/6/2015,store_6,bedsheets,6,35
3/10/2017,store_6,pillow,10,55
5/6/2016,store_6,pillow,6,57
11/4/2015,store_6,pillow,4,62
11/8/2015,store_6,pillow,8,41
11/12/2015,store_6,pillow,12,37
10/7/2015,store_6,pillow,7,48
3/9/2017,store_6,pillow,9,70
11/9/2015,store_6,pillow,9,53
3/8/2017,store_6,pillow,8,52
10/3/2015,store_6,pillow,3,43
11/2/2015,store_6,pillow,2,28
1/4/2017,store_6,pillow,4,59
11/1/2015,store_6,pillow,1,24
6/11/2016,store_6,pillow,11,66
2/7/2017,store_6,pillow,7,80
11/11/2015,store_6,pillow,11,48
6/6/2016,store_6,pillow,6,41
1/3/2017,store_6,pillow,3,32
5/5/2016,store_6,pillow,5,45
3/11/2017,store_6,crockeries,11,40
10/5/2015,store_6,crockeries,5,35
1/10/2017,store_6,crockeries,10,52
6/6/2016,store_6,crockeries,6,29
2/8/2017,store_6,crockeries,8,44
2/6/2017,store_6,crockeries,6,47
2/1/2017,store_6,crockeries,1,15
5/9/2016,store_6,crockeries,9,38
6/9/2016,store_6,crockeries,9,42
11/5/2015,store_6,crockeries,5,25
6/1/2016,store_6,crockeries,1,35
2/5/2017,store_6,crockeries,5,38
11/1/2015,store_6,crockeries,1,25
6/12/2016,store_6,crockeries,12,18
3/12/2017,store_6,crockeries,12,32
6/11/2016,store_6,crockeries,11,57
2/2/2017,store_6,crockeries,2,25
5/6/2016,store_6,crockeries,6,40
1/1/2017,store_6,crockeries,1,33
6/3/2016,store_6,crockeries,3,43
5/12/2016,store_6,crockeries,12,21
3/9/2017,store_6,crockeries,9,54
11/4/2015,store_6,crockeries,4,50
11/12/2015,store_6,Savory Pot Roast Soup,12,43
3/9/2017,store_6,Savory Pot Roast Soup,9,74
11/4/2015,store_6,Savory Pot Roast Soup,4,61
1/8/2017,store_6,Savory Pot Roast Soup,8,62
10/3/2015,store_6,Savory Pot Roast Soup,3,43
5/4/2016,store_6,Savory Pot Roast Soup,4,66
6/4/2016,store_6,Savory Pot Roast Soup,4,56
1/1/2017,store_6,Savory Pot Roast Soup,1,48
3/11/2017,store_6,Savory Pot Roast Soup,11,73
2/7/2017,store_6,Savory Pot Roast Soup,7,100
6/7/2016,store_6,Savory Pot Roast Soup,7,67
5/7/2016,store_6,Savory Pot Roast Soup,7,69
5/6/2016,store_6,Savory Pot Roast Soup,6,81
10/2/2015,store_6,Savory Pot Roast Soup,2,37
11/11/2015,store_6,Savory Pot Roast Soup,11,41
1/9/2017,store_6,Savory Pot Roast Soup,9,60
11/3/2015,store_6,Savory Pot Roast Soup,3,44
6/11/2016,store_6,Savory Pot Roast Soup,11,66
2/2/2017,store_6,Savory Pot Roast Soup,2,43
1/2/2017,store_6,Savory Pot Roast Soup,2,38
5/10/2016,store_6,Savory Pot Roast Soup,10,52
3/1/2017,store_6,Savory Pot Roast Soup,1,34
10/10/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,10,23
5/7/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,25
2/5/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,5,32
1/6/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,20
5/4/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,4,19
6/6/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,21
2/12/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,12,15
11/3/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,3,16
1/11/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,11,22
5/6/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,49
5/2/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,2,20
11/2/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,2,19
11/8/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,8,19
6/11/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,11,26
10/6/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,18
1/4/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,4,30
3/7/2017,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,20
11/12/2015,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,12,14
5/10/2016,store_6,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,10,12
3/11/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,11,67
6/10/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,10,53
2/4/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,4,63
3/8/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,8,65
11/8/2015,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,8,40
6/12/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,12,41
10/6/2015,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,6,53
5/7/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,7,73
1/3/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,3,52
3/5/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,5,71
3/10/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,10,59
5/6/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,6,58
5/8/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,8,64
3/2/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,2,39
10/9/2015,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,9,49
1/4/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,4,53
11/6/2015,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,6,58
3/4/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,4,52
3/6/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,6,77
6/7/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,7,60
6/11/2016,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,11,63
10/2/2015,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,2,35
3/3/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,3,49
1/11/2017,store_6,Raincoast Crisps Cranberry And Hazelnut Crackers,11,64
6/2/2016,store_6,Organic Pinto Beans,2,67
1/6/2017,store_6,Organic Pinto Beans,6,74
3/10/2017,store_6,Organic Pinto Beans,10,61
2/1/2017,store_6,Organic Pinto Beans,1,36
10/4/2015,store_6,Organic Pinto Beans,4,62
2/6/2017,store_6,Organic Pinto Beans,6,88
10/1/2015,store_6,Organic Pinto Beans,1,32
3/6/2017,store_6,Organic Pinto Beans,6,80
1/7/2017,store_6,Organic Pinto Beans,7,79
2/9/2017,store_6,Organic Pinto Beans,9,85
3/3/2017,store_6,Organic Pinto Beans,3,65
5/12/2016,store_6,Organic Pinto Beans,12,43
11/4/2015,store_6,Organic Pinto Beans,4,64
2/11/2017,store_6,Organic Pinto Beans,11,77
5/11/2016,store_6,Organic Pinto Beans,11,64
1/9/2017,store_6,Organic Pinto Beans,9,75
6/11/2016,store_6,Organic Pinto Beans,11,73
5/7/2016,store_6,Organic Pinto Beans,7,71
10/6/2015,store_6,Organic Pinto Beans,6,64
5/6/2016,store_6,Organic Pinto Beans,6,111
10/7/2015,store_6,Organic Pinto Beans,7,88
2/10/2017,store_6,Cinnamon Roll Dough With Icing,10,22
3/3/2017,store_6,Cinnamon Roll Dough With Icing,3,23
3/6/2017,store_6,Cinnamon Roll Dough With Icing,6,38
1/3/2017,store_6,Cinnamon Roll Dough With Icing,3,23
2/3/2017,store_6,Cinnamon Roll Dough With Icing,3,25
1/4/2017,store_6,Cinnamon Roll Dough With Icing,4,29
1/5/2017,store_6,Cinnamon Roll Dough With Icing,5,18
5/8/2016,store_6,Cinnamon Roll Dough With Icing,8,31
1/1/2017,store_6,Cinnamon Roll Dough With Icing,1,19
3/2/2017,store_6,Cinnamon Roll Dough With Icing,2,19
3/5/2017,store_6,Cinnamon Roll Dough With Icing,5,29
11/8/2015,store_6,Cinnamon Roll Dough With Icing,8,24
5/1/2016,store_6,Cinnamon Roll Dough With Icing,1,11
11/5/2015,store_6,Cinnamon Roll Dough With Icing,5,14
3/7/2017,store_6,Cinnamon Roll Dough With Icing,7,21
10/12/2015,store_6,Cinnamon Roll Dough With Icing,12,16
2/8/2017,store_6,Cinnamon Roll Dough With Icing,8,30
11/9/2015,store_6,Cinnamon Roll Dough With Icing,9,27
10/11/2015,store_6,Mint Chip Gelato,11,60
6/11/2016,store_6,Mint Chip Gelato,11,74
3/1/2017,store_6,Mint Chip Gelato,1,42
1/10/2017,store_6,Mint Chip Gelato,10,74
2/11/2017,store_6,Mint Chip Gelato,11,83
10/4/2015,store_6,Mint Chip Gelato,4,76
5/2/2016,store_6,Mint Chip Gelato,2,55
6/8/2016,store_6,Mint Chip Gelato,8,98
5/6/2016,store_6,Mint Chip Gelato,6,91
11/5/2015,store_6,Mint Chip Gelato,5,52
5/9/2016,store_6,Mint Chip Gelato,9,55
11/4/2015,store_6,Mint Chip Gelato,4,84
1/11/2017,store_6,Mint Chip Gelato,11,55
2/9/2017,store_6,Mint Chip Gelato,9,73
10/1/2015,store_6,Mint Chip Gelato,1,47
2/5/2017,store_6,Mint Chip Gelato,5,80
6/2/2016,store_6,Mint Chip Gelato,2,65
3/8/2017,store_6,Mint Chip Gelato,8,69
10/5/2015,store_6,Mint Chip Gelato,5,83
3/5/2017,store_6,Mint Chip Gelato,5,73
5/8/2016,store_6,Mint Chip Gelato,8,82
3/10/2017,store_6,Mint Chip Gelato,10,58
10/6/2015,store_6,Mint Chip Gelato,6,68
5/10/2016,store_6,Mint Chip Gelato,10,72
11/11/2015,store_6,Mint Chip Gelato,11,73
5/1/2016,store_6,Mint Chip Gelato,1,39
5/7/2016,store_6,Mint Chip Gelato,7,72
11/9/2015,store_6,Mint Chip Gelato,9,58
3/6/2017,store_6,Mint Chip Gelato,6,99
10/12/2015,store_6,Mint Chip Gelato,12,37
10/9/2015,store_6,Large Adhesive Pads,9,29
1/3/2017,store_6,Large Adhesive Pads,3,25
3/10/2017,store_6,Large Adhesive Pads,10,33
5/4/2016,store_6,Large Adhesive Pads,4,24
3/11/2017,store_6,Large Adhesive Pads,11,47
6/12/2016,store_6,Large Adhesive Pads,12,25
1/10/2017,store_6,Large Adhesive Pads,10,36
10/7/2015,store_6,Large Adhesive Pads,7,52
10/10/2015,store_6,Large Adhesive Pads,10,35
6/3/2016,store_6,Large Adhesive Pads,3,35
5/7/2016,store_6,Large Adhesive Pads,7,36
2/10/2017,store_6,Large Adhesive Pads,10,27
11/12/2015,store_6,Large Adhesive Pads,12,32
10/12/2015,store_6,Large Adhesive Pads,12,29
6/7/2016,store_6,Large Adhesive Pads,7,41
2/9/2017,store_6,Large Adhesive Pads,9,38
10/4/2015,store_6,Large Adhesive Pads,4,30
6/4/2016,store_6,Large Adhesive Pads,4,27
1/5/2017,store_6,Large Adhesive Pads,5,33
3/2/2017,store_6,Large Adhesive Pads,2,36
1/12/2017,store_6,Large Adhesive Pads,12,27
1/1/2017,store_6,Large Adhesive Pads,1,26
2/12/2017,store_6,Large Adhesive Pads,12,35
6/8/2016,store_6,Large Adhesive Pads,8,47
6/1/2016,store_6,Large Adhesive Pads,1,28
1/11/2017,store_6,Large Adhesive Pads,11,37
5/11/2016,store_6,Large Adhesive Pads,11,40
11/8/2015,store_6,Large Adhesive Pads,8,34
1/8/2017,store_6,Large Adhesive Pads,8,45
2/4/2017,store_6,Large Adhesive Pads,4,43
6/2/2016,store_6,Large Adhesive Pads,2,30
10/12/2015,store_6,Premium Almonds,12,16
6/6/2016,store_6,Premium Almonds,6,29
1/4/2017,store_6,Premium Almonds,4,36
6/11/2016,store_6,Premium Almonds,11,39
1/1/2017,store_6,Premium Almonds,1,12
11/2/2015,store_6,Premium Almonds,2,17
10/7/2015,store_6,Premium Almonds,7,21
11/8/2015,store_6,Premium Almonds,8,24
5/3/2016,store_6,Premium Almonds,3,28
6/12/2016,store_6,Premium Almonds,12,3
2/9/2017,store_6,Premium Almonds,9,34
11/10/2015,store_6,Premium Almonds,10,34
1/6/2017,store_6,Premium Almonds,6,20
2/5/2017,store_6,Premium Almonds,5,24
2/10/2017,store_6,Premium Almonds,10,23
1/10/2017,store_6,Premium Almonds,10,32
5/7/2016,store_6,Premium Almonds,7,43
3/4/2017,store_6,Premium Almonds,4,20
5/1/2016,store_6,Premium Almonds,1,12
3/7/2017,store_6,Premium Almonds,7,30
10/1/2015,store_6,Squared Plastic Cups,1,18
3/3/2017,store_6,Squared Plastic Cups,3,15
6/8/2016,store_6,Squared Plastic Cups,8,20
10/6/2015,store_6,Squared Plastic Cups,6,18
5/2/2016,store_6,Squared Plastic Cups,2,13
2/8/2017,store_6,Squared Plastic Cups,8,28
11/3/2015,store_6,Squared Plastic Cups,3,14
5/11/2016,store_6,Squared Plastic Cups,11,22
10/5/2015,store_6,Squared Plastic Cups,5,26
1/1/2017,store_6,Squared Plastic Cups,1,15
10/12/2015,store_6,Squared Plastic Cups,12,17
3/9/2017,store_6,Squared Plastic Cups,9,34
6/1/2016,store_6,Squared Plastic Cups,1,11
6/6/2016,store_6,Squared Plastic Cups,6,23
2/12/2017,store_6,Squared Plastic Cups,12,19
3/4/2017,store_6,Squared Plastic Cups,4,18
2/2/2017,store_6,Squared Plastic Cups,2,13
11/2/2015,store_6,Squared Plastic Cups,2,7
1/6/2017,store_6,Squared Plastic Cups,6,26
1/9/2017,store_6,Country Fried Beef Steak & Gravy,9,50
5/11/2016,store_6,Country Fried Beef Steak & Gravy,11,28
11/6/2015,store_6,Country Fried Beef Steak & Gravy,6,38
11/10/2015,store_6,Country Fried Beef Steak & Gravy,10,34
1/5/2017,store_6,Country Fried Beef Steak & Gravy,5,32
10/8/2015,store_6,Country Fried Beef Steak & Gravy,8,24
1/7/2017,store_6,Country Fried Beef Steak & Gravy,7,45
10/3/2015,store_6,Country Fried Beef Steak & Gravy,3,21
5/12/2016,store_6,Country Fried Beef Steak & Gravy,12,19
5/4/2016,store_6,Country Fried Beef Steak & Gravy,4,26
11/9/2015,store_6,Country Fried Beef Steak & Gravy,9,36
6/12/2016,store_6,Country Fried Beef Steak & Gravy,12,20
5/6/2016,store_6,Country Fried Beef Steak & Gravy,6,49
1/4/2017,store_6,Country Fried Beef Steak & Gravy,4,41
5/2/2016,store_6,Country Fried Beef Steak & Gravy,2,19
1/8/2017,store_6,Country Fried Beef Steak & Gravy,8,27
11/3/2015,store_6,Country Fried Beef Steak & Gravy,3,34
3/7/2017,store_6,Country Fried Beef Steak & Gravy,7,27
3/8/2017,store_6,Country Fried Beef Steak & Gravy,8,31
10/10/2015,store_6,Country Fried Beef Steak & Gravy,10,25
3/3/2017,store_6,Country Fried Beef Steak & Gravy,3,29
2/1/2017,store_6,Country Fried Beef Steak & Gravy,1,12
3/4/2017,store_6,Country Fried Beef Steak & Gravy,4,28
2/11/2017,store_6,Serenity French Lavender Bath Salt & Soak,11,55
11/1/2015,store_6,Serenity French Lavender Bath Salt & Soak,1,25
6/12/2016,store_6,Serenity French Lavender Bath Salt & Soak,12,19
6/4/2016,store_6,Serenity French Lavender Bath Salt & Soak,4,40
2/12/2017,store_6,Serenity French Lavender Bath Salt & Soak,12,29
3/12/2017,store_6,Serenity French Lavender Bath Salt & Soak,12,30
5/10/2016,store_6,Serenity French Lavender Bath Salt & Soak,10,34
1/7/2017,store_6,Serenity French Lavender Bath Salt & Soak,7,60
11/2/2015,store_6,Serenity French Lavender Bath Salt & Soak,2,29
1/2/2017,store_6,Serenity French Lavender Bath Salt & Soak,2,35
1/5/2017,store_6,Serenity French Lavender Bath Salt & Soak,5,31
3/7/2017,store_6,Serenity French Lavender Bath Salt & Soak,7,57
11/7/2015,store_6,Serenity French Lavender Bath Salt & Soak,7,51
6/8/2016,store_6,Serenity French Lavender Bath Salt & Soak,8,55
1/4/2017,store_6,Serenity French Lavender Bath Salt & Soak,4,39
10/9/2015,store_6,Serenity French Lavender Bath Salt & Soak,9,54
5/9/2016,store_6,Serenity French Lavender Bath Salt & Soak,9,27
2/5/2017,store_6,Serenity French Lavender Bath Salt & Soak,5,43
3/4/2017,store_6,Serenity French Lavender Bath Salt & Soak,4,34
11/8/2015,store_6,Serenity French Lavender Bath Salt & Soak,8,39
5/4/2016,store_6,Serenity French Lavender Bath Salt & Soak,4,35
2/8/2017,store_6,Sf Protein Thai Style,8,23
2/9/2017,store_6,Sf Protein Thai Style,9,27
6/6/2016,store_6,Sf Protein Thai Style,6,24
10/3/2015,store_6,Sf Protein Thai Style,3,12
5/5/2016,store_6,Sf Protein Thai Style,5,26
5/10/2016,store_6,Sf Protein Thai Style,10,18
3/5/2017,store_6,Sf Protein Thai Style,5,32
3/3/2017,store_6,Sf Protein Thai Style,3,17
2/2/2017,store_6,Sf Protein Thai Style,2,13
1/10/2017,store_6,Sf Protein Thai Style,10,31
2/10/2017,store_6,Sf Protein Thai Style,10,22
5/12/2016,store_6,Sf Protein Thai Style,12,14
5/1/2016,store_6,Sf Protein Thai Style,1,17
6/1/2016,store_6,Sf Protein Thai Style,1,15
2/12/2017,store_6,Sf Protein Thai Style,12,28
10/7/2015,store_6,Sf Protein Thai Style,7,33
6/5/2016,store_6,Sf Protein Thai Style,5,27
1/6/2017,store_6,Sf Protein Thai Style,6,39
10/11/2015,store_6,Sf Protein Thai Style,11,15
2/3/2017,store_6,Sf Protein Thai Style,3,21
5/9/2016,store_6,Sf Protein Thai Style,9,20
11/11/2015,store_6,Sf Protein Thai Style,11,20
6/3/2016,store_6,Sf Protein Thai Style,3,23
6/7/2016,store_6,Sf Protein Thai Style,7,36
1/8/2017,store_6,Sf Protein Thai Style,8,34
10/12/2015,store_6,Sf Protein Thai Style,12,24
